Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01-07-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1327496,1377920,1429445,1481604,1533960,1586208,1638116,1689523,1739731,1789276,1838949,1888539,1938248,1988343,2039643,2092719,2147774,2205025,2264510,2326490,2390633,2456637,2524806,2595153,2667595,2741894,2817216,2892699,2968103,3043827,3121706,3202176,3284258,3367434,3451122,3535176,3619013,3701711,3782838,3862101,3937739,4008947,4075705,4138784,4200078,4261240,4321340,4380248,4440056,4499791,4555962,4609833,4663934,4716147,4767119,4818038,4866998,4913177,4957818,4999553,5034320,5059988,5081765,5105525,5129910
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,2558348,2614258,2670187,2728278,2784804,2839698,2894435,2948759,3002786,3055925,3104308,3148560,3185617,3215024,3242803,3269733,3296410,3322722,3348386,3373242,3399087,3425354,3450895,3476621,3502418,3530570,3559870,3586018,3610609,3634409,3654949,3677765,3706523,3735156,3763806,3795917,3829184,3861673,3893594,3925229,3956229,3987087,4018796,4050990,4080569,4049468,4072929,4098855,4124966,4146899,4173335,4201107,4228445,4257682,4286546,4314191,4341333,4366140,4407658,4443134,4459302,4479167,4497310,4519904,4539060
Cuba,CUB,"Population, total",SP.POP.TOTL,7238081,7387117,7541098,7701660,7866020,8030797,8193450,8352625,8509522,8666640,8824382,8979085,9123891,9255328,9374183,9479726,9571242,9648440,9711980,9763355,9804796,9849320,9912681,9991026,10073299,10157228,10244247,10335342,10432585,10533243,10631799,10717640,10785801,10841031,10886021,10925362,10962010,10997934,11034712,11072230,11109109,11144132,11177418,11209383,11238756,11262554,11278550,11287272,11291762,11294719,11297409,11301571,11303175,11298167,11285775,11275065,11265612,11247829,11227118,11202846,11176354,11122168,11059820,11019931,10979783
Curacao,CUW,"Population, total",SP.POP.TOTL,124826,126125,128414,130860,133148,135266,136682,138140,140298,142581,144739,147389,147710,146912,148351,149129,149399,149459,148341,147851,148041,148629,150101,151159,151940,152711,152662,151456,149254,146937,145400,144403,143912,144299,144630,145139,146306,146956,144472,139428,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157980,159664,160175,159336,157441,154947,152369,149996,155800,155900
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,8428,8601,8781,8970,9166,9361,9560,9769,9971,10165,10517,11098,11764,12438,13114,13788,14454,15105,15727,16351,17079,17905,18750,19598,20454,21324,22197,23073,23951,24874,25999,27294,28621,29976,31352,32743,34143,35543,36922,38284,39674,41089,42514,43934,45352,46788,48232,49687,51151,52618,54099,55606,57136,58655,60160,61642,63100,64535,65941,67327,68684,70108,71591,73038,74457
Cyprus,CYP,"Population, total",SP.POP.TOTL,586490,595514,601466,607252,612521,617736,623390,629251,635157,641189,647446,654050,661063,665937,663254,659405,662032,667101,672249,677549,683076,688893,696497,707225,719334,731277,743105,754785,766235,777420,788351,798944,810341,826034,844667,862695,880290,897568,914548,931234,947667,964127,981440,999590,1017875,1036151,1054418,1072714,1091026,1109371,1127816,1146493,1165397,1183895,1201801,1219502,1237112,1254275,1270737,1286671,1302247,1317309,1331370,1344976,1358282
Czechia,CZE,"Population, total",SP.POP.TOTL,9602006,9586651,9624660,9670685,9727804,9779358,9821040,9852899,9876346,9896580,9858071,9826815,9867632,9922266,9988459,10058620,10125939,10186755,10242098,10292341,10304193,10300591,10314826,10323856,10330213,10337118,10342227,10347318,10355276,10361068,10333355,10308578,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10864042,10882164
Germany,DEU,"Population, total",SP.POP.TOTL,72814900,73377632,74025784,74714353,75318337,75963695,76600311,76951336,77294314,77909682,78169289,78312842,78688452,78936666,78967433,78673554,78336950,78159814,78091820,78126350,78288576,78407907,78333366,78128282,77858685,77684873,77720436,77839920,78144619,78751283,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985,83901923,83510950
Djibouti,DJI,"Population, total",SP.POP.TOTL,86024,89390,93283,97872,103198,109092,115269,121649,128250,136078,145175,155136,166256,178449,192613,209908,230737,254613,280031,304513,325815,343047,356880,369553,384053,402687,426341,454399,484523,523355,579538,631092,626010,614245,626710,633074,648348,671817,699352,724218,747318,771313,795574,813519,826124,839167,855764,874528,892734,911527,930251,948558,966747,984824,1002717,1020313,1037653,1054841,1071882,1088709,1105188,1121248,1137096,1152944,1168722
Dominica,DMA,"Population, total",SP.POP.TOTL,59372,60209,60948,61739,62587,63505,64507,65585,66732,67934,68908,69532,70060,70585,71091,71570,72017,72406,72724,72959,73083,72986,72688,72365,72056,71744,71406,71023,70608,70153,69627,69296,69325,69433,69477,69469,69410,69299,69124,68870,68511,68288,68367,68531,68649,68734,68806,68847,68854,68864,68859,69053,69118,69715,70373,70410,69606,68496,68174,67880,67573,67202,66826,66510,66205
Denmark,DNK,"Population, total",SP.POP.TOTL,4579603,4611687,4647727,4684483,4722072,4759012,4797381,4835354,4864883,4891860,4928757,4963126,4991596,5021861,5045297,5059862,5072596,5088419,5104248,5116801,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952,5976992
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,3268336,3373233,3479936,3588287,3698559,3808963,3921847,4038928,4157189,4277035,4399290,4524234,4651883,4782227,4914197,5046776,5180404,5315443,5451882,5589690,5729037,5868453,6007114,6147248,6289040,6430404,6571208,6712515,6855734,7002295,7151166,7299853,7447474,7594572,7741694,7888115,8032894,8174078,8310362,8446208,8584190,8720283,8852235,8980620,9104892,9225034,9341183,9455658,9573130,9695265,9820175,9945621,10070411,10193833,10315528,10434829,10551430,10666843,10782053,10894043,11008300,11123476,11230734,11331265,11427557
Algeria,DZA,"Population, total",SP.POP.TOTL,11424922,11628883,11800771,11982118,12179813,12365976,12590069,12876118,13172614,13475960,13783719,14098936,14427072,14771147,15133502,15678596,16409170,17015994,17506974,18036655,18607174,19220704,19872348,20558115,21271969,22008544,22745499,23443624,24109536,24754485,25375810,25987928,26628568,27277048,27887279,28470191,29033044,29579301,30054133,30474354,30903893,31331221,31750835,32175818,32628286,33109249,33623506,34189416,34816961,35490445,36188236,36903376,37646166,38414171,39205031,40019529,40850721,41689299,42505035,43294546,44042091,44761099,45477389,46164219,46814308
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,895961535,895534581,907473022,930810837,953783472,977366928,1004271490,1030471073,1057697808,1086662478,1116395242,1146649477,1175176176,1202715705,1228688547,1252174248,1273922384,1294303118,1314775496,1335637622,1356226475,1377473854,1401081634,1424971585,1447871073,1471340337,1496124294,1522374575,1549038591,1575101307,1600739173,1625498444,1648872786,1671604370,1694244506,1716602413,1738632397,1760512371,1781546477,1800932833,1819011507,1836260943,1852659155,1868409996,1883675167,1898853723,1914002124,1929185103,1944305887,1959017463,1973602166,1989106668,2006566431,2023850158,2040383789,2056050896,2071486140,2087238522,2100698838,2112289891,2121866294,2128553744,2133560408,2137527754,2141122258
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,968909356,994176841,1020130725,1046697479,1074021283,1101264258,1128474732,1156817324,1185936827,1215536741,1245960808,1276141826,1307009646,1339671375,1373219822,1407636737,1442753987,1478479688,1514572817,1552194676,1591961664,1634107159,1677532811,1721104015,1765269111,1810019176,1855391159,1901405537,1947928955,1994666990,2044241467,2092102478,2138854231,2184656122,2228719169,2273692181,2321284245,2369042441,2416119734,2462704115,2509431470,2556335424,2601917557,2647109296,2693184997,2738846905,2784726644,2830531957,2875943965,2921563644,2967104472,3013476947,3058869436,3103677284,3146800078,3190318707,3233033717,3274060446,3314245247,3355014793,3396051187,3432026092,3470644834,3511607650,3552278604
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,1042818620,1044749888,1059216594,1085095424,1110651177,1136869154,1166223463,1194633135,1224397449,1256167955,1288721548,1322856516,1354228289,1384605041,1413496627,1439634332,1463747757,1486397441,1509073118,1532261700,1555055871,1578588756,1604460320,1630462798,1655263328,1680467718,1706848439,1734703629,1762936165,1790597018,1817735909,1844189975,1869074614,1893258583,1917389243,1941185229,1964830092,1988067577,2010443502,2030912462,2050149617,2068682053,2086144389,2102761941,2118747885,2134573057,2150688938,2167046538,2183472438,2199148703,2214613815,2230826576,2249081393,2267072102,2284385542,2300844269,2317076058,2333475520,2347576325,2359771090,2369438682,2375144416,2379648196,2384479340,2388378491
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,128810451,131617926,134400419,137187829,139973968,142668572,145371529,148087983,150777578,153462746,155918823,158428591,161049046,163601189,166121814,168594458,171119860,173726978,176315643,178774505,181309432,183746315,186272610,188979984,191755370,194525195,197344981,200194022,202990335,205733205,208212866,210169114,212032319,213395945,214329901,215114964,216002100,216672059,217104725,217579952,218486598,219435056,220400259,221399692,222413290,223360135,224417513,225016072,226524480,228250911,230106440,231988438,233914892,235983340,238114658,240232789,242410814,244533821,246659127,248863066,250660609,252189631,250840400,249053262,250485944
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,667887356,675548634,683341199,691189404,699058435,706683416,713443573,720146318,726634174,733044421,738724073,744432963,750728655,756775460,762546552,768080678,773619713,779117798,784556247,789862141,795362835,800542417,805247476,809947364,814856984,819874109,825034695,830294805,835601587,840881506,845290251,849169384,852664500,855554221,857724586,859504753,861073425,862335056,863317613,864306932,865392479,866590696,868234843,870529446,873069464,875563919,878166933,880656346,884224673,887741128,890990371,893009595,896554203,899985362,903676408,907676898,911765648,915290996,918947897,922218554,923973838,924702975,925061269,925640799,928465742
Ecuador,ECU,"Population, total",SP.POP.TOTL,4590891,4722331,4859269,5001716,5149918,5303963,5463748,5629057,5799680,5975236,6155387,6340052,6529034,6722033,6918573,7118251,7320912,7526819,7736167,7948869,8165877,8386910,8611298,8840417,9074782,9311154,9545998,9779290,10010808,10241852,10473673,10702380,10930128,11154274,11372197,11590514,11810950,12031127,12251184,12470795,12689206,12910740,13138472,13372306,13608701,13846163,14086131,14328773,14575202,14825954,15076695,15326227,15572194,15807128,16035124,16266225,16505139,16759519,17049547,17340021,17546065,17682454,17823897,17980083,18135478
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,26896479,27600898,28337013,29091869,29858922,30629174,31406541,32196360,32998319,33811615,34623990,35433368,36258328,37102043,37969667,38875327,39795557,40748870,41761431,42818628,43950413,45147224,46407611,47786402,49247334,50734968,52206295,53674435,55187681,56710642,58396618,60028997,61480660,62915681,64285589,65652622,67028048,68431740,69943294,71520954,73083284,74652029,76239137,77853548,79477443,81101004,82700403,84276225,85864789,87501636,89196072,91093059,93161001,95333553,97528654,99597342,101644589,103696057,105682094,107553158,109315124,110957008,112618250,114535772,116538258
Euro area,EMU,"Population, total",SP.POP.TOTL,270148970,272472951,274815182,277205348,279621056,282028347,284299197,286298506,288206171,290179378,291834356,293516097,295527442,297413652,299065145,300516726,301804324,303021757,304275086,305541545,306894340,308127421,308901125,309543455,310046458,310617659,311372728,312223048,313272522,314634075,316087007,317407910,318742973,320053176,321024031,321808185,322568383,323306275,323976358,324781951,325789631,326861195,328469678,330286340,332140117,333897752,335499702,337282985,338978475,340136844,341002804,340367367,341100659,341639530,342228563,343180482,344132977,344810179,345864630,346496601,346986142,347207191,348700885,350292725,351125804
Eritrea,ERI,"Population, total",SP.POP.TOTL,972547,995573,1019788,1045092,1071287,1098335,1124957,1152339,1181737,1212005,1243453,1276154,1309235,1342669,1375688,1408210,1443807,1482565,1522378,1563332,1605797,1649939,1695461,1736160,1771730,1807816,1845164,1888669,1938255,1987017,2032737,1919571,1798748,1856006,1913915,2025267,2128464,2152135,2180419,2212780,2247031,2312079,2392978,2493903,2598284,2661215,2703502,2743222,2816327,2887885,2945186,2998485,3036988,3074360,3095173,3105546,3124698,3150347,3192760,3240194,3291271,3350183,3409447,3470390,3535603
Spain,ESP,"Population, total",SP.POP.TOTL,30455000,30739250,31023366,31296651,31609195,31954292,32283194,32682947,33113134,33441054,33814531,34224490,34604469,34988947,35373335,35757900,36137812,36511638,36864898,37191330,37491165,37758631,37986012,38171525,38330364,38469512,38584624,38684815,38766939,38827764,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46604197,46460733,46422303,46458139,46571232,46782011,47118501,47359424,47443821,47786102,48347910,48807137
Estonia,EST,"Population, total",SP.POP.TOTL,1211537,1225077,1241623,1258857,1277086,1294566,1308597,1318946,1331214,1345249,1360076,1376955,1392518,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1370286,1371986
Ethiopia,ETH,"Population, total",SP.POP.TOTL,21376693,21906102,22465126,23051637,23666548,24310612,24952689,25620276,26337930,27072571,27829128,28600106,29374608,30166785,30957273,31723252,32534418,33167272,33734592,34238652,34428514,35304012,36701290,37740817,38735722,39842136,41037656,42460039,44150825,45879690,47609755,49717198,51853747,53708891,55611508,57537335,59467635,61404539,63363524,65374561,67411494,69487762,71635517,73832663,76077206,78367470,80703490,83103217,85543668,88007636,90538514,93149970,95798767,98438751,101115610,103867135,106718162,109666481,112664152,115737383,118917671,122138588,125384287,128691692,132059767
European Union,EUU,"Population, total",SP.POP.TOTL,357710476,360681613,363707978,366840786,370055037,373129199,376058575,378902917,381579577,384226226,386406167,388553371,391197266,393739994,396124649,398397694,400490355,402445831,404312949,406112162,407986180,409724709,410988238,412072128,412998350,413962998,415087013,416296769,417653885,419102379,420525030,421741276,422968989,424344744,425404352,426210050,426905134,427547651,428120105,428825949,429339162,429909307,430924112,432512916,434193248,435789139,437263803,438796003,440270719,441388573,442088310,441414078,442069839,442425741,442920819,443793218,444676652,445321060,446329890,446910453,446870959,446227358,447703403,449425965,450185396
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,245446477,250748792,256265091,261957739,267809728,273796544,279902341,286184636,292679186,299325597,306107595,313117526,320326696,327859174,335724633,343774977,352018011,360321094,369243969,378556492,387280079,395605163,404570090,414032302,423879999,434067883,444223377,454559470,464963348,475799732,488697502,499975816,512731689,526665569,541618452,556179028,568965099,581551866,594968744,608935664,622883185,637301077,653056220,669470707,685830138,702638957,719788972,736917394,754858953,773810618,793160547,812764221,832872724,853223055,873158163,892657785,912614026,933013886,953648681,974824119,996691241,1018693077,1038158122,1058715836,1083294896
Finland,FIN,"Population, total",SP.POP.TOTL,4429634,4461005,4491443,4523309,4548543,4563732,4580869,4605744,4626469,4623785,4606307,4612124,4639657,4666081,4690574,4711440,4725664,4738902,4752528,4764690,4779535,4799964,4826933,4855787,4881803,4902206,4918154,4932123,4946481,4964371,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,5583911,5637214
